U92;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
900200;Head of State;Enrico Mizzi;1936;1964;1964;ML;Benevolent Gentleman;Very High;malta1;X
900201;Head of Government;George Borg Olivier;1939;1964;1964;SC;Silent Workhorse;Very High;malta2;X
900202;Head of Government;Enrico Mizzi;1936;1964;1964;ML;Naive Optimist;Very High;malta1;X
900203;Minister of Armament;Antonio Cassar-Torreggiani;1936;1964;1964;ML;Laissez-Faire Capitalist;Very High;malta10;X
900204;Minister of Security;Emanuel Galea;1936;1964;1964;ML;Man of the People;Very High;malta6;X
900205;Foreign Minister;Gerald Strickland;1936;1964;1964;SC;Iron Fisted Brute;Very High;malta11;X
900206;Chief of Staff;Antonio Cassar-Torreggiani;1936;1964;1964;ML;School of Manoeuvre;Very High;malta10;X
900207;Chief of Army;Antonio Cassar-Torreggiani;1936;1964;1964;ML;Guns and Butter Doctrine;Very High;malta10;X
900208;Chief of Navy;Tom Warrington;1936;1964;1964;ML;Open Seas Doctrine;Very High;unknown;X
900209;Chief of Air Force;Gerald Strickland;1936;1964;1964;ML;Army Aviation Doctrine;Very High;malta11;X
900210;Head of State;Carlo Mallia ;1936;1964;1964;FA;Insignificant Layman;Very High;malta12;X
900211;Head of Government;Carlo Mallia ;1936;1964;1964;FA;Flamboyant Tough Guy;Very High;malta12;X
900212;Foreign Minister;George Borg Olivier;1939;1964;1964;SC;Great Compromiser;Very High;malta2;X
900213;Foreign Minister;Alfredo Cachia Zammit;1936;1964;1964;SL;The Cloak N Dagger Schemer;Very High;malta13;X
900214;Minister of Security;Arturo Mercieca;1936;1964;1964;SC;Silent Lawyer;Very High;malta14;X
900215;Head of Military Intelligence;Carmelo Borg Pisani;1936;1964;1964;FA;Dismal Enigma;Very High;malta15;X
900216;Chief of Staff;Ivo Leone Ganado;1936;1964;1964;FA;School of Mass Combat;Very High;unknown;X
900217;Chief of Army;Ivo Leone Ganado;1936;1964;1964;FA;Guns and Butter Doctrine;Very High;unknown;X
900218;Head of State;Paul Boffa;1936;1964;1964;LWR;Pig-headed Isolationist;Very High;malta3;X
900219;Head of Government;Ugo Pasquale Mifsud;1936;1964;1964;SC;Flamboyant Tough Guy;Very High;malta5;X
900220;Foreign Minister;Ugo Pasquale Mifsud;1936;1964;1964;SC;Apologetic Clerk;Very High;malta5;X
900221;Minister of Armament;Paul Boffa;1936;1964;1964;LWR;Resource Industrialist;Very High;malta3;X
900222;Minister of Security;Michael Gonzi;1936;1964;1964;SD;Man of the People;Very High;malta16;X
900223;Head of Government;William Savona;1934;1964;1964;SD;Silent Workhorse;Very High;malta4;X
900224;Head of Government;Dom Mintoff;1942;1964;1964;LWR;Flamboyant Tough Guy;Very High;M900244;X
900225;Chief of Army;Michael Dundon;1936;1964;1964;SD;Elastic Defence Doctrine;Very High;unknown;X
900226;Chief of Staff;Michael Dundon;1936;1964;1964;SD;School of Manoeuvre;Very High;unknown;X
900227;Minister of Security;Enrico Mizzi;1936;1964;1964;ML;Silent Lawyer;Very High;malta1;X
900228;Foreign Minister;Dom Mintoff;1942;1964;1964;LWR;Great Compromiser;Very High;M900249;X
900229;Head of State;Charles Bonham Carter;1936;1964;1964;ML;Benevolent Gentleman;Very High;M900229;X
900230;Head of Government;Charles Bonham Carter;1936;1964;1964;ML;Backroom Backstabber;Very High;M900229;X
900231;Head of State;William Dobbie;1940;1964;1964;ML;Stern Imperialist;Very High;M900231;X
900232;Head of Government;William Dobbie;1940;1964;1964;ML;Happy Amateur;Very High;M900231;X
900233;Head of State;Lord Gort;1942;1964;1964;ML;Autocratic Charmer;Very High;M900233;X
900234;Head of Government;Lord Gort;1942;1964;1964;ML;Flamboyant Tough Guy;Very High;M900233;X
900235;Head of State;Edmond Schreiber;1945;1964;1964;ML;Resigned Generalissimo;Very High;M900235;X
900236;Head of Government;Edmond Schreiber;1945;1964;1964;ML;Corporate Suit;Very High;M900235;X
900237;Head of State;Francis Douglas;1946;1964;1964;ML;Die-hard Reformer;Very High;M900237;X
900238;Head of Government;Francis Douglas;1946;1964;1964;ML;Old General;Very High;M900237;X
900239;Head of Government;Paul Boffa;1947;1964;1964;ML;Flamboyant Tough Guy;Very High;malta3;X
900240;Head of State;Gerald Hallen Creasy;1950;1964;1964;ML;Insignificant Layman;Very High;M660102;X
900241;Head of Government;Enrico Mizzi;1950;1964;1964;ML;Ambitious Union Boss;Very High;M900241;X
900242;Head of Government;Giorgio Borg Olivier;1951;1964;1964;ML;Old Admiral;Very High;M900242;X
900243;Head of State;Robert Edward Laycock;1954;1964;1964;ML;Insignificant Layman;Very High;M900243;X
900244;Head of Government;Dom Mintoff;1955;1964;1964;ML;Flamboyant Tough Guy;Very High;M900244;X
900245;Head of State;Guy Grantham;1959;1993;1993;ML;Ruthless Powermonger;Very High;M900245;X
900246;Head of Government;Guy Grantham;1959;1993;1993;ML;Naive Optimist;Very High;M900245;X
900247;Head of State;Maurice Henry Dorman;1962;1994;1994;ML;Insignificant Layman;Very High;M900247;X
900248;Head of State;Anthony Mamo;1971;2009;2009;SL;Pig-headed Isolationist;Very High;M900248;X
900249;Head of Government;Dom Mintoff;1971;2013;2013;SL;Old General;Very High;M900249;X
900250;Head of State;Anton Buttigieg;1976;1984;1984;SL;Ruthless Powermonger;Very High;M900250;X
900251;Head of State;Agatha Barbara;1982;2003;2003;SL;Die-hard Reformer;Very High;M900251;X
900252;Head of Government;Karmenu Mifsud Bonnici;1985;2020;2020;SL;Flamboyant Tough Guy;Very High;M900252;X
900253;Head of State;Paul Xuereb;1987;1995;1995;ML;Barking Buffoon;Very High;M900253;X
900254;Head of Government;Eddie Fenech Adami;1987;2020;2020;ML;Political Protege;Very High;M900254;X
900255;Head of State;Vincent Tabone;1989;2020;2020;ML;Popular Figurehead;Very High;M900255;X
